1,2
2,1
1,3
3,1
1,4
4,1
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,5
5,10
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
3,5
5,3
5,6
6,5
6,7
7,6
6,8
8,6
6,9
9,6
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
15,10
10,15
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
6,9
9,6
9,10
10,9
9,11
11,9
8,3
3,8
7,8
8,7
8,9
9,8
8,10
10,8
8,11
11,8
2,3
3,2
3,4
4,3
3,5
5,3
1,2
2,1
2,3
3,2
2,4
4,2
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
10,12
12,10
12,13
13,12
13,14
14,13
13,15
15,13
6,1
1,6
15,8
8,15
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
5,7
7,5
7,8
8,7
8,9
9,8
1,10
10,1
10,11
11,10
10,12
12,10
9,3
3,9
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
6,10
10,6
10,11
11,10
10,12
12,10
10,13
13,10
2,14
14,2
14,15
15,14
15,16
16,15
16,17
17,16
17,18
18,17
18,19
19,18
9,4
4,9
19,14
14,19
0,1
1,0
1,2
2,1
2,3
3,2
2,4
4,2
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
9,11
11,9
11,12
12,11
11,13
13,11
13,14
14,13
5,15
15,5
15,16
16,15
16,1
1,16
14,7
7,14
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
3,6
6,3
6,7
7,6
6,8
8,6
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
8,13
13,8
13,14
14,13
14,15
15,14
15,16
16,15
16,17
17,16
17,18
18,17
10,8
8,10
18,13
13,18
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
5,13
13,5
13,1
1,13
12,7
7,12
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
10,12
12,10
12,13
13,12
13,14
14,13
14,15
15,14
15,16
16,15
15,17
17,15
9,18
18,9
18,19
19,18
18,20
20,18
20,21
21,20
21,22
22,21
21,23
23,21
23,24
24,23
23,25
25,23
25,26
26,25
25,27
27,25
27,28
28,27
28,29
29,28
28,30
30,28
27,31
31,27
31,32
32,31
31,3
3,31
23,4
4,23
20,6
6,20
14,8
8,14
0,1
1,0
1,2
2,1
2,3
3,2
2,4
4,2
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
10,12
12,10
10,13
13,10
13,14
14,13
14,15
15,14
14,16
16,14
16,17
17,16
16,18
18,16
18,19
19,18
19,20
20,19
20,21
21,20
21,22
22,21
20,23
23,20
23,24
24,23
24,25
25,24
24,26
26,24
9,4
4,9
26,18
18,26
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
6,8
8,6
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
12,14
14,12
14,15
15,14
14,16
16,14
4,17
17,4
17,18
18,17
18,1
1,18
16,9
9,16
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
4,6
6,4
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
11,13
13,11
13,7
7,13
1,2
2,1
2,3
3,2
2,4
4,2
5,6
6,5
6,7
7,6
6,8
8,6
1,2
2,1
2,3
3,2
2,4
4,2
4,5
5,4
4,6
6,4
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
11,13
13,11
13,7
7,13
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
6,8
8,6
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
13,15
15,13
15,9
9,15
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
3,5
5,3
5,6
6,5
5,7
7,5
7,8
8,7
8,9
9,8
9,10
10,9
9,11
11,9
9,12
12,9
12,13
13,12
13,14
14,13
14,15
15,14
14,16
16,14
16,17
17,16
17,18
18,17
18,19
19,18
19,20
20,19
19,21
21,19
21,22
22,21
19,23
23,19
23,24
24,23
23,25
25,23
25,26
26,25
25,27
27,25
27,28
28,27
28,29
29,28
29,30
30,29
30,31
31,30
30,32
32,30
32,33
33,32
33,34
34,33
33,35
35,33
35,36
36,35
35,37
37,35
37,38
38,37
33,17
17,33
32,27
27,32
38,27
27,38
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
6,11
11,6
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
15,16
16,15
12,17
17,12
17,4
4,17
0,1
1,0
1,2
2,1
2,3
3,2
1,4
4,1
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,5
5,10
0,1
1,0
1,2
2,1
2,3
3,2
2,4
4,2
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,5
5,10
0,1
1,0
1,2
2,1
2,3
3,2
2,4
4,2
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,5
5,10
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
3,5
5,3
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,6
6,11
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
5,8
8,5
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
9,13
13,9
13,3
3,13
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
12,14
14,12
12,15
15,12
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
12,15
15,12
15,16
16,15
16,17
17,16
17,18
18,17
18,19
19,18
19,20
20,19
19,21
21,19
21,22
22,21
15,23
23,15
23,24
24,23
24,25
25,24
25,26
26,25
26,27
27,26
26,28
28,26
28,29
29,28
7,30
30,7
30,31
31,30
31,32
32,31
30,33
33,30
33,34
34,33
34,35
35,34
33,4
4,33
14,9
9,14
22,16
16,22
29,23
23,29
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
2,10
10,2
10,11
11,10
9,4
4,9
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
3,6
6,3
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
9,11
11,9
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
15,16
16,15
16,17
17,16
16,18
18,16
16,19
19,16
14,20
20,14
20,21
21,20
21,11
11,21
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
4,12
12,4
12,13
13,12
13,1
1,13
11,6
6,11
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
4,12
12,4
12,13
13,12
13,1
1,13
11,6
6,11
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
4,12
12,4
12,13
13,12
13,1
1,13
11,6
6,11
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
11,14
14,11
14,15
15,14
14,16
16,14
6,17
17,6
17,18
18,17
18,3
3,18
13,8
8,13
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
8,10
10,8
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
15,16
16,15
16,17
17,16
17,18
18,17
18,19
19,18
15,1
1,15
18,1
1,18
14,4
4,14
11,5
5,11
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
13,15
15,13
15,16
16,15
16,17
17,16
17,18
18,17
18,19
19,18
19,20
20,19
20,21
21,20
21,22
22,21
21,4
4,21
21,7
7,21
18,8
8,18
17,11
11,17
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
11,14
14,11
14,15
15,14
14,16
16,14
6,17
17,6
17,18
18,17
18,3
3,18
13,8
8,13
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
15,16
16,15
16,17
17,16
17,18
18,17
18,19
19,18
19,20
20,19
20,21
21,20
21,22
22,21
22,23
23,22
23,24
24,23
16,25
25,16
25,26
26,25
11,27
27,11
27,28
28,27
28,8
8,28
26,13
13,26
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
11,14
14,11
14,15
15,14
15,16
16,15
6,17
17,6
17,18
18,17
18,3
3,18
13,8
8,13
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
10,13
13,10
13,14
14,13
5,15
15,5
15,16
16,15
16,2
2,16
14,7
7,14
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
7,15
15,7
15,16
16,15
16,4
4,16
14,9
9,14
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
7,15
15,7
15,16
16,15
16,4
4,16
14,9
9,14
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
9,11
11,9
11,12
12,11
4,13
13,4
13,14
14,13
14,1
1,14
12,6
6,12
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
9,11
11,9
11,12
12,11
4,13
13,4
13,14
14,13
14,1
1,14
12,6
6,12
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
9,11
11,9
11,12
12,11
4,13
13,4
13,14
14,13
14,1
1,14
12,6
6,12
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
0,7
7,0
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
6,1
1,6
12,7
7,12
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
7,10
10,7
10,11
11,10
10,12
12,10
10,13
13,10
2,14
14,2
14,15
15,14
15,16
16,15
16,17
17,16
17,18
18,17
18,19
19,18
19,20
20,19
20,21
21,20
21,22
22,21
22,23
23,22
23,24
24,23
9,4
4,9
20,15
15,20
24,19
19,24
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
6,9
9,6
9,10
10,9
9,11
11,9
9,12
12,9
1,13
13,1
13,14
14,13
14,15
15,14
15,16
16,15
16,17
17,16
17,18
18,17
18,19
19,18
19,20
20,19
20,21
21,20
21,22
22,21
22,23
23,22
8,3
3,8
19,14
14,19
23,18
18,23
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
3,6
6,3
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
5,0
0,5
12,7
7,12
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
0,7
7,0
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
6,1
1,6
12,7
7,12
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
5,8
8,5
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,9
9,14
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
6,9
9,6
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
15,10
10,15
0,1
1,0
1,2
2,1
2,3
3,2
2,4
4,2
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
10,12
12,10
12,13
13,12
8,14
14,8
14,15
15,14
15,5
5,15
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
3,5
5,3
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,6
6,11
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
7,9
9,7
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
12,14
14,12
14,15
15,14
5,16
16,5
16,17
17,16
16,18
18,16
15,9
9,15
0,1
1,0
1,2
2,1
1,3
3,1
3,4
4,3
4,5
5,4
4,6
6,4
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
12,7
7,12
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
1,9
9,1
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
8,3
3,8
15,10
10,15
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
1,9
9,1
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
8,3
3,8
15,10
10,15
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
1,9
9,1
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
8,3
3,8
15,10
10,15
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
1,9
9,1
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
8,3
3,8
15,10
10,15
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
1,9
9,1
9,10
10,9
10,11
11,10
11,12
12,11
12,13
13,12
13,14
14,13
14,15
15,14
8,3
3,8
15,10
10,15
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
4,7
7,4
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
0,1
1,0
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
11,12
12,11
3,13
13,3
13,14
14,13
14,15
15,14
3,16
16,3
16,17
17,16
17,18
18,17
12,6
6,12
11,9
9,11
1,2
2,1
2,3
3,2
3,4
4,3
4,5
5,4
5,6
6,5
6,7
7,6
7,8
8,7
8,9
9,8
9,10
10,9
10,11
11,10
6,12
12,6
12,13
13,12
12,14
14,12
14,15
15,14
15,16
16,15
16,17
17,16
17,18
18,17
17,19
19,17
14,20
20,14
20,21
21,20
21,22
22,21
21,23
23,21
23,24
24,23
24,25
25,24
25,26
26,25
25,27
27,25
27,28
28,27
27,29
29,27
29,30
30,29
30,23
23,30
